scenario	phase	family	function	grid	block	launch_count	gpu_duration_ns	gpu_time_share
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	414,1,1	128,1,1	1	1376	8.897963604677574e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	354,1,1	128,1,1	1	1344	8.691034218522281e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	386,1,1	128,1,1	1	1344	8.691034218522281e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	376,1,1	128,1,1	1	1344	8.691034218522281e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	360,1,1	128,1,1	1	1344	8.691034218522281e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::cos_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	64,1,1	128,1,1	1	1312	8.484104832366988e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	460,1,1	128,1,1	1	1312	8.484104832366988e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	352,1,1	128,1,1	1	1312	8.484104832366988e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	294,1,1	128,1,1	1	1312	8.484104832366988e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	324,1,1	128,1,1	1	1312	8.484104832366988e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	338,1,1	128,1,1	1	1312	8.484104832366988e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	414,1,1	128,1,1	1	1312	8.484104832366988e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	340,1,1	128,1,1	1	1312	8.484104832366988e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	372,1,1	128,1,1	1	1312	8.484104832366988e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	GEMM	void gemmk1_kernel<int, float, (int)256, (int)5, (bool)0, (bool)0, (bool)0, (bool)0, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float, (int)0>(cublasGemmk1Params<T2, T9, T10, T11, T12, biasType<T11::value_type, T12>::type>)	8,2,1	256,1,1	1	1280	8.277175446211697e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	64,1,1	128,1,1	1	1280	8.277175446211697e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	408,1,1	128,1,1	1	1280	8.277175446211697e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	268,1,1	128,1,1	1	1280	8.277175446211697e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	274,1,1	128,1,1	1	1280	8.277175446211697e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	454,1,1	128,1,1	1	1280	8.277175446211697e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	386,1,1	128,1,1	1	1280	8.277175446211697e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	246,1,1	128,1,1	1	1280	8.277175446211697e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	278,1,1	128,1,1	1	1280	8.277175446211697e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	312,1,1	128,1,1	1	1280	8.277175446211697e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	216,1,1	128,1,1	1	1248	8.070246060056405e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	238,1,1	128,1,1	1	1248	8.070246060056405e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	290,1,1	128,1,1	1	1248	8.070246060056405e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	266,1,1	128,1,1	1	1248	8.070246060056405e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	230,1,1	128,1,1	1	1248	8.070246060056405e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	416,1,1	128,1,1	1	1248	8.070246060056405e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	376,1,1	128,1,1	1	1248	8.070246060056405e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	390,1,1	128,1,1	1	1248	8.070246060056405e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	256,1,1	128,1,1	1	1248	8.070246060056405e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	248,1,1	128,1,1	1	1248	8.070246060056405e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	254,1,1	128,1,1	1	1248	8.070246060056405e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	340,1,1	128,1,1	1	1248	8.070246060056405e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	218,1,1	128,1,1	1	1248	8.070246060056405e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	360,1,1	128,1,1	1	1248	8.070246060056405e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	220,1,1	128,1,1	1	1248	8.070246060056405e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	194,1,1	128,1,1	1	1216	7.863316673901112e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	352,1,1	128,1,1	1	1216	7.863316673901112e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	354,1,1	128,1,1	1	1216	7.863316673901112e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	290,1,1	128,1,1	1	1216	7.863316673901112e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	338,1,1	128,1,1	1	1216	7.863316673901112e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	228,1,1	128,1,1	1	1216	7.863316673901112e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	312,1,1	128,1,1	1	1216	7.863316673901112e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	372,1,1	128,1,1	1	1216	7.863316673901112e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	206,1,1	128,1,1	1	1216	7.863316673901112e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	170,1,1	128,1,1	1	1184	7.65638728774582e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	274,1,1	128,1,1	1	1184	7.65638728774582e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	294,1,1	128,1,1	1	1184	7.65638728774582e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	164,1,1	128,1,1	1	1184	7.65638728774582e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	324,1,1	128,1,1	1	1184	7.65638728774582e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	142,1,1	128,1,1	1	1184	7.65638728774582e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	166,1,1	128,1,1	1	1184	7.65638728774582e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	140,1,1	128,1,1	1	1184	7.65638728774582e-06
OLMOE_1B7B_B1_T256_D8	PREFILL	OTHER	void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	176,1,1	128,1,1	1	1184	7.65638728774582e-06
