roi	profile	scope	metric	value	provenance
prefill	paper	MAX_MF_LATENCY	2	12598     12541     12332     12339     12829     13130     12705     12937     12477     13047     11815     11817     11234     11257     12394     12576	existing_gpgpu_sim_stat
prefill	paper	MAX_MF_LATENCY	3	12829     12370     12274     12270     12411     13176     12921     12775     12920     12830     11967     11770     11631     12253     12096     12888	existing_gpgpu_sim_stat
prefill	paper	MAX_MF_LATENCY	4	9523      9776      8988      8981      8911      9123      8398      8406      8733      8698      8641      8546      8692      8707      8818      8822	existing_gpgpu_sim_stat
prefill	paper	MAX_MF_LATENCY	5	9879      9879      8937      8945      9024      8943      8380      8390      8763      8758      8661      8588      8731      8756      8836      8842	existing_gpgpu_sim_stat
prefill	paper	MAX_MF_LATENCY	6	9843      9862      9102      9102      9050      9045      8363      8369      8872      8882      9300      9313      8476      8460      8861      8874	existing_gpgpu_sim_stat
prefill	paper	MAX_MF_LATENCY	7	9542      9810      9089      9085      9041      9054      8348      8356      8892      8902      9415      9444      8788      8803      8901      8914	existing_gpgpu_sim_stat
prefill	paper	MAX_MF_LATENCY	8	9714      9727      8997      9004      9530      9445      8613      8619     10479     10487     10123     10133      9719      9745      9326      9335	existing_gpgpu_sim_stat
prefill	paper	MAX_MF_LATENCY	9	9654      9797      9128      9047      9406      9411      8567      8592     10465     10470     10143     10153      8758      8764      9307      9316	existing_gpgpu_sim_stat
prefill	paper	MAX_SERVICE_SAME_ROW	0	37745     31579     42403     42329     44224     44235     45308     42214     44280     44302     48732     47348     48749     48771     51027     42189	existing_gpgpu_sim_stat
prefill	paper	MAX_SERVICE_SAME_ROW	1	38257     32401     41212     41137     45089     45033     45800     42260     37622     44048     48670     47058     48550     48605     49849     42362	existing_gpgpu_sim_stat
prefill	paper	MAX_SERVICE_SAME_ROW	10	59663     59044     60006     53123     59618     60438     61048     59245     59405     59427     60469     60066     60331     59262     59908     59471	existing_gpgpu_sim_stat
prefill	paper	MAX_SERVICE_SAME_ROW	11	59960     59531     59466     50527     60618     60074     61116     58988     59408     59253     61521     59111     59755     58692     60402     59741	existing_gpgpu_sim_stat
prefill	paper	MAX_SERVICE_SAME_ROW	2	39654     32251     41535     41755     44232     44220     45745     42403     38329     33492     47704     47695     49502     48521     45807     37633	existing_gpgpu_sim_stat
prefill	paper	MAX_SERVICE_SAME_ROW	3	37938     29402     40298     40265     45654     45082     45760     42354     43875     43853     50693     47461     49837     49799     48154     39416	existing_gpgpu_sim_stat
prefill	paper	MAX_SERVICE_SAME_ROW	4	60819     54573     58990     54197     38936     34044     60415     59270     61821     60055     60200     61045     60811     58995     59715     59442	existing_gpgpu_sim_stat
prefill	paper	MAX_SERVICE_SAME_ROW	5	60729     59302     58971     53514     34654     36925     60227     59665     61757     59991     62552     59386     59722     59340     60128     60135	existing_gpgpu_sim_stat
prefill	paper	MAX_SERVICE_SAME_ROW	6	59652     55432     60222     55478     39007     44826     61116     60844     59373     53673     60454     57748     59882     59411     60403     59717	existing_gpgpu_sim_stat
prefill	paper	MAX_SERVICE_SAME_ROW	7	60057     55074     59523     54850     58675     58771     62801     59013     62512     56194     61357     59649     60309     59241     59909     54163	existing_gpgpu_sim_stat
prefill	paper	MAX_SERVICE_SAME_ROW	8	60608     58798     59290     59070     55744     59865     62450     60072     61777     60088     60946     59459     59372     59096     61645     59848	existing_gpgpu_sim_stat
prefill	paper	MAX_SERVICE_SAME_ROW	9	60627     58819     59010     54669     55735     53505     62395     61034     61733     59937     61126     59423     61209     59407     61854     60055	existing_gpgpu_sim_stat
prefill	paper	READ_ACCESSES	0	909384    909904    908448    908616    909492    909722    911632    911957    909282    909412    907556    908064    906371    906783    905832    906152	existing_gpgpu_sim_stat
prefill	paper	READ_ACCESSES	1	909480    909848    908292    908632    909517    909838    911680    911869    909241    909444    907620    908152    906356    906725    905916    906224	existing_gpgpu_sim_stat
prefill	paper	READ_ACCESSES	10	418200    418216    418248    418372    418248    418232    417672    417602    417120    417180    416648    416676    415188    415349    414944    415120	existing_gpgpu_sim_stat
prefill	paper	READ_ACCESSES	11	418108    418164    418258    418308    418257    418272    417715    417641    417204    417216    416713    416732    415240    415408    414932    415136	existing_gpgpu_sim_stat
prefill	paper	READ_ACCESSES	2	909460    909864    908292    908560    909737    909729    911625    911807    909233    909408    907756    908128    906356    906784    906116    906392	existing_gpgpu_sim_stat
prefill	paper	READ_ACCESSES	3	909388    909812    908166    908564    909677    909780    911528    911764    909248    909356    907760    908236    906448    906712    906032    906384	existing_gpgpu_sim_stat
prefill	paper	READ_ACCESSES	4	418424    418496    418008    418120    417497    417626    417887    417787    417480    417588    416700    416784    414908    415052    415224    415340	existing_gpgpu_sim_stat
prefill	paper	READ_ACCESSES	5	418312    418396    417904    418028    417567    417644    417879    417837    417284    417492    416728    416760    414916    415144    415192    415376	existing_gpgpu_sim_stat
prefill	paper	READ_ACCESSES	6	418376    418484    417740    417832    418008    417994    417853    417760    417210    417244    416528    416552    414880    415040    415128    415344	existing_gpgpu_sim_stat
prefill	paper	READ_ACCESSES	7	418232    418380    417732    417808    417993    418007    417892    417807    417256    417328    416464    416516    414878    414993    415332    415468	existing_gpgpu_sim_stat
prefill	paper	READ_ACCESSES	8	418364    418492    418175    418264    418172    418127    417441    417345    416752    416756    416254    416276    415124    415184    415000    415096	existing_gpgpu_sim_stat
prefill	paper	READ_ACCESSES	9	418362    418430    418160    418281    418133    418293    417369    417372    416656    416796    416291    416288    415216    415304    414924    414992	existing_gpgpu_sim_stat
prefill	paper	ROW_ACCESSES_PER_ACTIVATE	0	4.918441  4.984156  4.920967  4.979467  4.712365  4.772376  4.907683  4.965816  4.914998  4.974556  4.682444  4.740909  4.889638  4.954150  4.935789  4.995248	existing_gpgpu_sim_stat
prefill	paper	ROW_ACCESSES_PER_ACTIVATE	1	4.940802  4.994038  4.924070  4.989726  4.730067  4.773375  4.916993  4.967375  4.931365  4.981735  4.699500  4.749427  4.897242  4.960862  4.958448  5.006536	existing_gpgpu_sim_stat
prefill	paper	ROW_ACCESSES_PER_ACTIVATE	10	3.558936  3.571180  3.566657  3.584635  3.515745  3.528329  3.538107  3.557977  3.544357  3.555772  3.501540  3.518136  3.548154  3.563194  3.542528  3.558196	existing_gpgpu_sim_stat
prefill	paper	ROW_ACCESSES_PER_ACTIVATE	11	3.556323  3.568813  3.562246  3.586382  3.522493  3.534186  3.539498  3.556216  3.537683  3.554161  3.502028  3.518513  3.548225  3.560759  3.542348  3.563628	existing_gpgpu_sim_stat
prefill	paper	ROW_ACCESSES_PER_ACTIVATE	2	4.929334  4.981893  4.923995  4.983737  4.715336  4.761847  4.903916  4.949806  4.914248  4.967561  4.685024  4.733981  4.897284  4.952586  4.939503  4.997783	existing_gpgpu_sim_stat
prefill	paper	ROW_ACCESSES_PER_ACTIVATE	3	4.936185  4.979126  4.936139  4.992214  4.715416  4.762212  4.901847  4.946174  4.920729  4.980505  4.687184  4.737086  4.895649  4.952532  4.940960  4.993390	existing_gpgpu_sim_stat
prefill	paper	ROW_ACCESSES_PER_ACTIVATE	4	3.569160  3.587081  3.560350  3.579205  3.509232  3.525898  3.542759  3.561673  3.546855  3.558127  3.498060  3.510622  3.544278  3.559082  3.552104  3.565252	existing_gpgpu_sim_stat
prefill	paper	ROW_ACCESSES_PER_ACTIVATE	5	3.564315  3.575430  3.562573  3.580039  3.513445  3.524482  3.544091  3.563706  3.544653  3.559975  3.501637  3.514915  3.542394  3.559340  3.550834  3.567789	existing_gpgpu_sim_stat
prefill	paper	ROW_ACCESSES_PER_ACTIVATE	6	3.562165  3.581473  3.559457  3.574817  3.516087  3.531908  3.540879  3.558764  3.543463  3.560513  3.491958  3.511123  3.542192  3.559771  3.551651  3.569560	existing_gpgpu_sim_stat
prefill	paper	ROW_ACCESSES_PER_ACTIVATE	7	3.564778  3.575923  3.559309  3.578248  3.514205  3.526951  3.545616  3.561336  3.545813  3.561398  3.493070  3.509984  3.538584  3.556401  3.555475  3.568841	existing_gpgpu_sim_stat
prefill	paper	ROW_ACCESSES_PER_ACTIVATE	8	3.554622  3.566958  3.564770  3.582112  3.512710  3.523918  3.539805  3.556676  3.538897  3.552829  3.497566  3.511115  3.538068  3.556875  3.548383  3.567358	existing_gpgpu_sim_stat
prefill	paper	ROW_ACCESSES_PER_ACTIVATE	9	3.554073  3.568304  3.563183  3.582761  3.511461  3.520743  3.541605  3.561118  3.542113  3.554593  3.492257  3.506612  3.542274  3.555170  3.544448  3.558812	existing_gpgpu_sim_stat
prefill	paper	WRITE_ACCESSES	0	257476    257436    256508    256492    254540    254512    254040    253992    253820    253848    255212    255232    258884    258844    260328    260356	existing_gpgpu_sim_stat
prefill	paper	WRITE_ACCESSES	1	257448    257456    256572    256460    254512    254500    254088    253980    253824    253876    255236    255292    258892    258864    260368    260356	existing_gpgpu_sim_stat
prefill	paper	WRITE_ACCESSES	10	126968    126968    126472    126472    125396    125292    124760    124620    124440    124456    125356    125336    127120    127128    127656    127656	existing_gpgpu_sim_stat
prefill	paper	WRITE_ACCESSES	11	126968    126968    126472    126472    125388    125332    124784    124628    124464    124452    125332    125332    127104    127108    127656    127656	existing_gpgpu_sim_stat
prefill	paper	WRITE_ACCESSES	2	257556    257580    256512    256424    254524    254504    254036    253932    253796    253856    255372    255412    258984    258940    260376    260428	existing_gpgpu_sim_stat
prefill	paper	WRITE_ACCESSES	3	257552    257536    256520    256456    254528    254484    254072    253932    253828    253864    255348    255408    258984    258948    260376    260360	existing_gpgpu_sim_stat
prefill	paper	WRITE_ACCESSES	4	126788    126788    126600    126600    125012    124996    124716    124548    124420    124424    125480    125472    126996    126992    127716    127712	existing_gpgpu_sim_stat
prefill	paper	WRITE_ACCESSES	5	126788    126788    126600    126600    125004    124936    124700    124532    124416    124416    125492    125468    126992    126996    127716    127728	existing_gpgpu_sim_stat
prefill	paper	WRITE_ACCESSES	6	126800    126800    126580    126576    125040    124988    124720    124556    124436    124440    125500    125476    127020    127016    127716    127716	existing_gpgpu_sim_stat
prefill	paper	WRITE_ACCESSES	7	126800    126800    126580    126580    125052    124996    124712    124540    124420    124436    125488    125460    127020    127020    127716    127716	existing_gpgpu_sim_stat
